pollinator_species,plant_family,plant_species,location_name,date,ecosystem
Halictus_ligatus,Asteraceae,Erigeron_pumilus,WLU,6/23/2010,Shrub-Steppe
Nomada_sp_OK4,Asteraceae,Erigeron_pumilus,WLU,6/23/2010,Shrub-Steppe
Bombus_fervidus,Fabaceae,Lupinus_sericeus,WLU,6/23/2010,Shrub-Steppe
Sphaerophoria_philanthus,Asteraceae,Erigeron_subtrinervis,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_pruinosum,Rosaceae,Potentilla_recta,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_albipenne,Rosaceae,Potentilla_recta,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_albipenne,Rosaceae,Potentilla_recta,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_pruinosum,Rosaceae,Potentilla_recta,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_albipenne,Rosaceae,Potentilla_recta,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_ruidosense,Rosaceae,Potentilla_recta,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_albipenne,Rosaceae,Potentilla_recta,WLU,6/23/2010,Shrub-Steppe
Eupeodes_volucris,Hydrophyllaceae,Phacelia_linearis,WLU,6/23/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Cerambycidae_sp2,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Osmia_marginipennis,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Osmia_atrocyanea,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Cortodera_subpilosa,Asteraceae,Gaillardia_aristata,WLU,6/23/2010,Shrub-Steppe
Osmia_kincaidii,Hydrophyllaceae,Phacelia_linearis,WLG,6/23/2010,Shrub-Steppe
Cortodera_subpilosa,Asteraceae,Crepis_atribarba,WLG,6/23/2010,Shrub-Steppe
Ichneumonidae_sp_2,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Nomada_sp_OK4,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Andrena_scurra,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Nomada_sp_OK4,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Nomada_sp_OK5,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Bombus_bifarius,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Andrena_scurra,Brassicaceae,Sisymbrium_loeselii,WLG,6/23/2010,Shrub-Steppe
Halictus_tripartitus,Asteraceae,Erigeron_subtrinervis,WLG,6/23/2010,Shrub-Steppe
Sphaerophoria_philanthus,Asteraceae,Erigeron_subtrinervis,WLG,6/23/2010,Shrub-Steppe
Ceratina_nanula,Asteraceae,Erigeron_subtrinervis,WLG,6/23/2010,Shrub-Steppe
Cortodera_subpilosa,Asteraceae,Achillea_millefolium,WLG,6/23/2010,Shrub-Steppe
Eupeodes_volucris,Asteraceae,Achillea_millefolium,WLG,6/23/2010,Shrub-Steppe
Eupeodes_volucris,Asteraceae,Achillea_millefolium,WLG,6/23/2010,Shrub-Steppe
Muscidae_(metallic)_metallic_sp_1,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Andrena_scurra,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Andrena_amphibola,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Halictus_confusus,Polygonaceae,Eriogonum_heracleoides,WLG,6/23/2010,Shrub-Steppe
Cortodera_subpilosa,Asteraceae,Achillea_millefolium,WLG,6/23/2010,Shrub-Steppe
Halictus_confusus,Asteraceae,Achillea_millefolium,WLG,6/23/2010,Shrub-Steppe
Osmia_trevoris,Fabaceae,Lupinus_sericeus,WLG,6/23/2010,Shrub-Steppe
Halictus_confusus,Fabaceae,Lupinus_sericeus,WLG,6/23/2010,Shrub-Steppe
Ceratina_nanula,Asteraceae,Erigeron_subtrinervis,WLG,6/23/2010,Shrub-Steppe
Halictus_confusus,Asteraceae,Crepis_atribarba,WLG,6/23/2010,Shrub-Steppe
Cortodera_subpilosa,Asteraceae,Crepis_atribarba,WLG,6/23/2010,Shrub-Steppe
Bombus_centralis,Fabaceae,Lupinus_sericeus,WLG,6/23/2010,Shrub-Steppe
Mordella_sp,Asteraceae,Achillea_millefolium,WLU,6/23/2010,Shrub-Steppe
Cerambycidae_sp2,Asteraceae,Achillea_millefolium,WLU,6/23/2010,Shrub-Steppe
Cerambycidae_sp2,Asteraceae,Achillea_millefolium,WLU,6/23/2010,Shrub-Steppe
Neorhynchocephalus_sackenii,Asteraceae,Achillea_millefolium,WLU,6/23/2010,Shrub-Steppe
Sphaerophoria_philanthus,Asteraceae,Achillea_millefolium,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_albipenne,Asteraceae,Achillea_millefolium,WLU,6/23/2010,Shrub-Steppe
Megachile_perihirta,Fabaceae,Lupinus_sericeus,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_albipenne,Fabaceae,Lupinus_sericeus,WLU,6/23/2010,Shrub-Steppe
Lasioglossum_pruinosum,Asteraceae,Erigeron_subtrinervis,WLU,6/23/2010,Shrub-Steppe
Ceratina_nanula,Asteraceae,Erigeron_subtrinervis,WLU,6/23/2010,Shrub-Steppe
Hylaeus_coloradensis/nevadensis,Asteraceae,Erigeron_pumilus,OKU,6/25/2010,Shrub-Steppe
Agapostemon_texanus,Asteraceae,Erigeron_pumilus,OKU,6/25/2010,Shrub-Steppe
Lasioglossum_knereri,Asteraceae,Erigeron_pumilus,OKU,6/25/2010,Shrub-Steppe
Villa_sp_6,Asteraceae,Achillea_millefolium,OKU,6/25/2010,Shrub-Steppe
Halictus_tripartitus,Asteraceae,Achillea_millefolium,OKU,6/25/2010,Shrub-Steppe
Trichopoda_sp_1,Asteraceae,Achillea_millefolium,OKU,6/25/2010,Shrub-Steppe
Nomada_sp_OK11,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Osmia_coloradensis,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Megachile_lippiae,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Osmia_coloradensis,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Hylaeus_coloradensis/nevadensis,Polygonaceae,Eriogonum_heracleoides,OKU,6/25/2010,Shrub-Steppe
Halictus_tripartitus,Polygonaceae,Eriogonum_heracleoides,OKU,6/25/2010,Shrub-Steppe
Ceratina_pacifica,Cactaceae,Opuntia_fragilis,OKG,6/24/2010,Shrub-Steppe
Gymnosoma_fulginosa,Asteraceae,Achillea_millefolium,OKG,6/24/2010,Shrub-Steppe
Muscidae_(metallic)_metallic_sp_1,Hydrangeaceae,Philadelphus_lewisii,OKG,6/24/2010,Shrub-Steppe
Bombus_centralis,Caprifoliaceae,Symphoricarpos_albus,OKG,6/24/2010,Shrub-Steppe
Bombus_centralis,Caprifoliaceae,Symphoricarpos_albus,OKG,6/24/2010,Shrub-Steppe
Euodynerus_sp_2,Caprifoliaceae,Symphoricarpos_albus,OKG,6/24/2010,Shrub-Steppe
Bombus_centralis,Caprifoliaceae,Symphoricarpos_albus,OKG,6/24/2010,Shrub-Steppe
Colletes_fulgidus,Caprifoliaceae,Symphoricarpos_albus,OKG,6/24/2010,Shrub-Steppe
Nomada_sp_OK12,Caprifoliaceae,Symphoricarpos_albus,OKG,6/24/2010,Shrub-Steppe
Bombus_centralis,Caprifoliaceae,Symphoricarpos_albus,OKG,6/24/2010,Shrub-Steppe
Bombus_flavifrons,Caprifoliaceae,Symphoricarpos_albus,OKG,6/24/2010,Shrub-Steppe
Megachile_perihirta,Cactaceae,Opuntia_fragilis,OKG,6/24/2010,Shrub-Steppe
Hoplitis_sambuci,Cactaceae,Opuntia_fragilis,OKG,6/24/2010,Shrub-Steppe
Megachile_onobrychidis,Cactaceae,Opuntia_fragilis,OKG,6/24/2010,Shrub-Steppe
Hesperiidae_sp,Asteraceae,Achillea_millefolium,OKU,6/25/2010,Shrub-Steppe
Osmia_coloradensis,Asteraceae,Crepis_atribarba,OKU,6/25/2010,Shrub-Steppe
Agapostemon_texanus,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Halictus_tripartitus,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Halictus_tripartitus,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Lasioglossum_imbrex,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Agapostemon_texanus,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Osmia_pusilla,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Ceratina_pacifica,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Agapostemon_texanus,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Lasioglossum_pruinosum,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Osmia_montana,Asteraceae,Crepis_atribarba,OKU,6/25/2010,Shrub-Steppe
Osmia_pusilla,Hydrophyllaceae,Phacelia_linearis,OKU,6/25/2010,Shrub-Steppe
Osmia_calla,Hydrophyllaceae,Phacelia_linearis,OKU,6/25/2010,Shrub-Steppe
Osmia_bruneri,Hydrophyllaceae,Phacelia_linearis,OKU,6/25/2010,Shrub-Steppe
Osmia_pusilla,Hydrophyllaceae,Phacelia_linearis,OKU,6/25/2010,Shrub-Steppe
Nomada_sp_OK2,Asteraceae,Erigeron_subtrinervis,OKU,6/25/2010,Shrub-Steppe
Lasioglossum_knereri,Asteraceae,Erigeron_subtrinervis,OKU,6/25/2010,Shrub-Steppe
Agapostemon_texanus,Liliaceae,Calochortus_macrocarpus,OKG,6/24/2010,Shrub-Steppe
Gymnosoma_fulginosa,Asteraceae,Achillea_millefolium,OKG,6/24/2010,Shrub-Steppe
Gymnosoma_fulginosa,Asteraceae,Achillea_millefolium,OKG,6/24/2010,Shrub-Steppe
Lasioglossum_albohirtum,Hydrophyllaceae,Phacelia_linearis,OKG,6/24/2010,Shrub-Steppe
Bombus_centralis,Liliaceae,Calochortus_macrocarpus,OKG,6/24/2010,Shrub-Steppe
Muscidae_(metallic)_metallic_sp_1,Polygonaceae,Eriogonum_heracleoides,OKG,6/24/2010,Shrub-Steppe
Muscidae_(metallic)_metallic_sp_1,Polygonaceae,Eriogonum_heracleoides,OKG,6/24/2010,Shrub-Steppe
Ceratina_pacifica,Cactaceae,Opuntia_fragilis,OKU,6/25/2010,Shrub-Steppe
Lasioglossum_knereri,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Agapostemon_texanus,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Paragus_sp1,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Agapostemon_texanus,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Halictus_tripartitus,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Halictus_tripartitus,Rosaceae,Potentilla_recta,OKU,6/25/2010,Shrub-Steppe
Osmia_montana,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Nomada_sp_OKJ,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Bombus_centralis,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Coelioxys_rufitarsis,Asteraceae,Gaillardia_aristata,OKU,6/25/2010,Shrub-Steppe
Villa_sp_6,Asteraceae,Heterotheca_villosa,HLU,6/26/2010,Shrub-Steppe
Villa_sp_6,Asteraceae,Heterotheca_villosa,HLU,6/26/2010,Shrub-Steppe
Megachile_brevis,Brassicaceae,Sisymbrium_altissimum,HLU,6/26/2010,Shrub-Steppe
Philanthus_sp_1,Brassicaceae,Sisymbrium_altissimum,HLU,6/26/2010,Shrub-Steppe
Muscidae_(metallic)_metallic_sp_1,Ranunculaceae,Ranunculus_glaberrimus,HLU,3/20/2010,Shrub-Steppe
Andrena_nigrihirta,Ranunculaceae,Ranunculus_glaberrimus,HLU,3/20/2010,Shrub-Steppe
Andrena_nigrihirta,Apiaceae,Lomatium_macrocarpum,HLU,3/27/2010,Shrub-Steppe
Apis_mellifera,Ranunculaceae,Ranunculus_glaberrimus,HLU,3/27/2010,Shrub-Steppe
Andrena_merriami,Saxifragaceae,Lithophragma,HLU,3/27/2010,Shrub-Steppe
Andrena_sladeni,Saxifragaceae,Lithophragma,HLG,3/27/2010,Shrub-Steppe
Andrena_trizonata,Apiaceae,Lomatium_macrocarpum,HLU,3/27/2010,Shrub-Steppe
Apis_mellifera,Ranunculaceae,Ranunculus_glaberrimus,OKU,3/30/2010,Shrub-Steppe
Andrena_schuhi,Ranunculaceae,Ranunculus_glaberrimus,OKU,3/30/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,OKU,3/30/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,OKU,3/30/2010,Shrub-Steppe
Andrena_porterae,Grossulariaceae,Ribes_cereum,OKU,3/30/2010,Shrub-Steppe
Bombus_centralis,Grossulariaceae,Ribes_cereum,OKG,3/31/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,OKG,3/31/2010,Shrub-Steppe
Habropoda_cineraria,Primulaceae,Dodecatheon_pulchellum_ssp_cusickii,OKG,3/31/2010,Shrub-Steppe
Habropoda_cineraria,Primulaceae,Dodecatheon_pulchellum_ssp_cusickii,OKG,3/31/2010,Shrub-Steppe
Andrena_sladeni,Saxifragaceae,Lithophragma,OKU,4/6/2010,Shrub-Steppe
Andrena_merriami,Saxifragaceae,Lithophragma,SOG,4/10/2010,Shrub-Steppe
Andrena_merriami,Apiaceae,Lomatium_macrocarpum,SOG,4/10/2010,Shrub-Steppe
Andrena_merriami,Apiaceae,Lomatium_macrocarpum,SOG,4/10/2010,Shrub-Steppe
Andrena_merriami,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Apis_mellifera,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Apis_mellifera,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Andrena_trizonata,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Andrena_sp_E,Saxifragaceae,Lithophragma,HLU,4/11/2010,Shrub-Steppe
Apis_mellifera,Asteraceae,Balsamorhiza_sagittata,HLU,4/11/2010,Shrub-Steppe
Sphaerophoria_sulphuripes,Asteraceae,Balsamorhiza_sagittata,HLU,4/11/2010,Shrub-Steppe
Sphaerophoria_philanthus,Asteraceae,Balsamorhiza_sagittata,HLU,4/11/2010,Shrub-Steppe
Andrena_merriami,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Lasioglossum_pruinosum,Polemoniaceae,Phlox_longifolia,HLU,4/11/2010,Shrub-Steppe
Andrena_merriami,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Apis_mellifera,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Apis_mellifera,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Andrena_trizonata,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Mordella_sp,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Mordella_sp,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Mordella_sp,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Mordella_sp,Apiaceae,Lomatium_macrocarpum,HLU,4/11/2010,Shrub-Steppe
Andrena_merriami,Saxifragaceae,Lithophragma,HLU,4/11/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Anthophora_pacifica,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Andrena_schuhi,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Anthomyiidae_sp,Ranunculaceae,Ranunculus_glaberrimus,WLG,4/14/2010,Shrub-Steppe
Andrena_nigrihirta,Liliaceae,Fritillaria_pudica,WLG,4/14/2010,Shrub-Steppe
Andrena_merriami,Montiaceae,Claytonia_lanceolata,WLG,4/14/2010,Shrub-Steppe
Andrena_merriami,Montiaceae,Claytonia_lanceolata,WLG,4/14/2010,Shrub-Steppe
Andrena_merriami,Saxifragaceae,Lithophragma,WLG,4/14/2010,Shrub-Steppe
Apis_mellifera,Ranunculaceae,Ranunculus_glaberrimus,WLU,4/14/2010,Shrub-Steppe
Andrena_sladeni,Saxifragaceae,Lithophragma,WLU,4/14/2010,Shrub-Steppe
Andrena_nigrihirta,Ranunculaceae,Ranunculus_glaberrimus,WLG,4/14/2010,Shrub-Steppe
Andrena_merriami,Ranunculaceae,Ranunculus_glaberrimus,WLG,4/14/2010,Shrub-Steppe
Andrena_salicifloris,Montiaceae,Claytonia_lanceolata,WLG,4/14/2010,Shrub-Steppe
Andrena_nigrihirta,Montiaceae,Claytonia_lanceolata,WLG,4/14/2010,Shrub-Steppe
Andrena_merriami,Apiaceae,Lomatium_geyeri,WLG,4/14/2010,Shrub-Steppe
Anthophora_pacifica,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Andrena_sp,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Andrena_salicifloris,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,WLG,4/14/2010,Shrub-Steppe
Andrena_merriami,Saxifragaceae,Lithophragma,WLG,4/14/2010,Shrub-Steppe
Andrena_merriami,Saxifragaceae,Lithophragma,WLG,4/14/2010,Shrub-Steppe
Andrena_merriami,Saxifragaceae,Lithophragma,WLG,4/14/2010,Shrub-Steppe
Andrena_sladeni,Saxifragaceae,Lithophragma,WLG,4/14/2010,Shrub-Steppe
Andrena_sola,Grossulariaceae,Ribes_cereum,WLU,4/14/2010,Shrub-Steppe
Mischocyttarus_flavitarsis,Grossulariaceae,Ribes_cereum,WLU,4/14/2010,Shrub-Steppe
Andrena_sola,Ranunculaceae,Ranunculus_glaberrimus,WLU,4/14/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,WLU,4/14/2010,Shrub-Steppe
Andrena_cupreotincta,Grossulariaceae,Ribes_cereum,WLU,4/14/2010,Shrub-Steppe
Mischocyttarus_flavitarsis,Grossulariaceae,Ribes_cereum,WLU,4/14/2010,Shrub-Steppe
Mischocyttarus_flavitarsis,Grossulariaceae,Ribes_cereum,WLU,4/14/2010,Shrub-Steppe
Andrena_microchlora,Apiaceae,Lomatium,OKG,4/15/2010,Shrub-Steppe
Lasioglossum_nevadense,Apiaceae,Lomatium,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Nomada_sp_OKF,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Symphyta_sp_2,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Symphyta_sp_2,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Bombus_centralis,Grossulariaceae,Ribes_cereum,OKU,4/15/2010,Shrub-Steppe
Mischocyttarus_flavitarsis,Grossulariaceae,Ribes_cereum,OKU,4/15/2010,Shrub-Steppe
Bombylius_major,Grossulariaceae,Ribes_cereum,OKU,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Andrena_prunorum,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Lasioglossum_sp_3,Rosaceae,Amelanchier_alnifolia,OKG,4/15/2010,Shrub-Steppe
Sphaerophoria_philanthus,Saxifragaceae,Saxifraga_integrifolia,OKU,4/15/2010,Shrub-Steppe
Mischocyttarus_flavitarsis,Saxifragaceae,Saxifraga_integrifolia,OKU,4/15/2010,Shrub-Steppe
Sphaerophoria_sp,Saxifragaceae,Saxifraga_integrifolia,OKU,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Habropoda_cineraria,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Habropoda_cineraria,Primulaceae,Dodecatheon_pulchellum_ssp_cusickii,OKG,4/15/2010,Shrub-Steppe
Nomada_sp_OKK,Saxifragaceae,Lithophragma,OKG,4/15/2010,Shrub-Steppe
Andrena_sladeni,Saxifragaceae,Lithophragma,OKG,4/15/2010,Shrub-Steppe
Habropoda_cineraria,Primulaceae,Dodecatheon_pulchellum_ssp_cusickii,OKU,4/15/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Balsamorhiza_sagittata,OKU,4/15/2010,Shrub-Steppe
Apis_mellifera,Asteraceae,Balsamorhiza_sagittata,OKU,4/15/2010,Shrub-Steppe
Anthaxia_inornata,Asteraceae,Balsamorhiza_sagittata,OKU,4/15/2010,Shrub-Steppe
Osmia_californica,Asteraceae,Balsamorhiza_sagittata,OKU,4/15/2010,Shrub-Steppe
Nymphalidae_sp,Asteraceae,Balsamorhiza_sagittata,OKU,4/15/2010,Shrub-Steppe
Lasioglossum_sedi,Apiaceae,Lomatium,OKG,4/15/2010,Shrub-Steppe
Lasioglossum_sedi,Apiaceae,Lomatium,OKG,4/15/2010,Shrub-Steppe
Andrena_microchlora,Apiaceae,Lomatium,OKG,4/15/2010,Shrub-Steppe
Andrena_microchlora,Apiaceae,Lomatium,OKG,4/15/2010,Shrub-Steppe
Andrena_microchlora,Apiaceae,Lomatium,OKG,4/15/2010,Shrub-Steppe
Andrena_microchlora,Apiaceae,Lomatium,OKG,4/15/2010,Shrub-Steppe
Andrena_microchlora,Apiaceae,Lomatium,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Ranunculaceae,Ranunculus_glaberrimus,OKG,4/15/2010,Shrub-Steppe
Andrena_sladeni,Saxifragaceae,Lithophragma,OKG,4/15/2010,Shrub-Steppe
Sphaerophoria_philanthus,Ranunculaceae,Ranunculus_glaberrimus,OKG,4/15/2010,Shrub-Steppe
Andrena_microchlora,Apiaceae,Lomatium_macrocarpum,OKG,4/15/2010,Shrub-Steppe
Andrena_microchlora,Apiaceae,Lomatium_macrocarpum,OKG,4/15/2010,Shrub-Steppe
Lasioglossum_sp_3,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Grossulariaceae,Ribes_cereum,OKG,4/15/2010,Shrub-Steppe
Habropoda_cineraria,Primulaceae,Dodecatheon_pulchellum_ssp_cusickii,OKG,4/15/2010,Shrub-Steppe
Apis_mellifera,Saxifragaceae,Lithophragma,OKU,4/15/2010,Shrub-Steppe
Apis_mellifera,Saxifragaceae,Lithophragma,OKU,4/15/2010,Shrub-Steppe
Apis_mellifera,Saxifragaceae,Lithophragma,OKU,4/15/2010,Shrub-Steppe
