YEAR,SAMPLING_ROUND,DATE,SITE,SPECIES,NUM_FLORAL_UNITS
1,6,7.16.2021,quilchena,Trifolium repens,133
1,6,7.27.2021,rupert,Crepis capillaris,16
1,6,7.27.2021,rupert,Plantago lanceolata,8
1,6,7.27.2021,rupert,Prunella vulgaris,70
1,6,7.27.2021,rupert,Trifolium pratense,21
1,6,7.27.2021,rupert,Trifolium repens,11
1,6,7.24.2021,slocan,Crepis capillaris,115
1,6,7.24.2021,slocan,Plantago majus,11
1,6,7.24.2021,slocan,Trifolium pratense,16
1,6,7.24.2021,slocan,Trifolium repens,49
1,6,7.22.2021,memorial south,Achillea millefolium,1100
1,6,7.22.2021,memorial south,Campanula rapunculoides,16
1,6,7.22.2021,memorial south,Centaurea cyanus,32
1,6,7.22.2021,memorial south,Delphinium consolida,67
1,6,7.22.2021,memorial south,Eschscholzia californica,3
1,6,7.22.2021,memorial south,Melilotus albus,144
1,6,7.22.2021,memorial south,Papaver sp.,1
1,6,7.22.2021,memorial south,Taraxacum officinale,1
1,6,7.22.2021,memorial south,Trifolium pratense,12
1,6,7.22.2021,memorial south,Trifolium repens,3
1,6,7.20.2021,west memorial,Bellis perennis,1
1,6,7.20.2021,west memorial,Crepis capillaris,1
1,6,7.20.2021,west memorial,Hypochaeris radicata,207
1,6,7.20.2021,west memorial,Trifolium repens,16
1,6,7.16.2021,winona,Cerastium glomeratum,10
1,6,7.16.2021,winona,Hypochaeris radicata,1
1,6,7.16.2021,winona,Trifolium dubium,2
1,6,7.16.2021,winona,Hypochaeris radicata,1
1,7,8.9.2021,balaclava,Crepis capillaris,162
1,7,8.9.2021,balaclava,Plantago lanceolata,2
1,7,8.9.2021,balaclava,Trifolium repens,2
1,7,8.9.2021,bobolink,Crepis capillaris,74
1,7,8.9.2021,bobolink,Hypochaeris radicata,3
1,7,8.9.2021,bobolink,Plantago lanceolata,5
1,7,8.9.2021,bobolink,Trifolium repens,9
1,7,8.19.2021,china creek,Achillea millefolium,30
1,7,8.19.2021,china creek,Centaurea cyanus,1
1,7,8.19.2021,china creek,Cheiranthus allionii,6
1,7,8.19.2021,china creek,Chenopodium sp.,600
1,7,8.19.2021,china creek,Coreopsis lanceolata,3
1,7,8.19.2021,china creek,Crepis capillaris,5
1,7,8.19.2021,china creek,Eschscholzia californica,20
1,7,8.19.2021,china creek,Medicago sativa,625
1,7,8.19.2021,china creek,Melilotus albus,5
1,7,8.19.2021,china creek,Trifolium pratense,9
1,7,8.10.2021,falaise,Crepis capillaris,71
1,7,8.10.2021,falaise,Hypochaeris radicata,92
1,7,8.10.2021,falaise,Plantago lanceolata,15
1,7,8.10.2021,falaise,Prunella vulgaris,27
1,7,8.10.2021,falaise,Trifolium repens,7
1,7,8.19.2021,gordon,Crepis capillaris,422
1,7,8.19.2021,gordon,Plantago lanceolata,2
1,7,8.19.2021,gordon,Trifolium repens,7
1,7,8.19.2021,kensington,Crepis capillaris,13
1,7,8.19.2021,kensington,Hypochaeris radicata,5
1,7,8.19.2021,kensington,Plantago lanceolata,1
1,7,8.9.2021,killarney,Crepis capillaris,12
1,7,8.17.2021,locarno,NA,NA
1,7,8.10.2021,moberly,Bellis perennis,1
1,7,8.10.2021,moberly,Erodium cicutarium,7
1,7,8.10.2021,moberly,Hypochaeris radicata,1
1,7,8.10.2021,moberly,Plantago lanceolata,11
1,7,8.10.2021,moberly,Trifolium repens,3
1,7,8.10.2021,oak meadows,Achillea millefolium,40
1,7,8.19.2021,prince of wales,Trifolium pratense,1
1,7,8.10.2021,queen elizabeth,Hypochaeris radicata,6
1,7,8.11.2021,quilchena,Achillea millefolium,12
1,7,8.11.2021,quilchena,Crepis capillaris,153
1,7,8.11.2021,quilchena,Hypochaeris radicata,64
1,7,8.11.2021,quilchena,Matricaria discoidea,2
1,7,8.11.2021,quilchena,Ranunculus repens,1
1,7,8.11.2021,quilchena,Trifolium repens,6
1,7,8.11.2021,rupert,Crepis capillaris,291
1,7,8.11.2021,rupert,Hypochaeris radicata,20
1,7,8.11.2021,rupert,Plantago lanceolata,26
1,7,8.11.2021,rupert,Prunella vulgaris,10
1,7,8.11.2021,rupert,Trifolium pratense,45
1,7,8.11.2021,rupert,Trifolium repens,8
1,7,8.10.2021,slocan,Crepis capillaris,165
1,7,8.10.2021,slocan,Trifolium pratense,6
1,7,8.10.2021,slocan,Trifolium repens,32
1,7,8.9.2021,memorial south,Achillea millefolium,198
1,7,8.9.2021,memorial south,Centaurea cyanus,1
1,7,8.9.2021,memorial south,Delphinium consolida,35
1,7,8.9.2021,memorial south,Diplotaxis tenuifolia,5
1,7,8.9.2021,memorial south,Eschscholzia californica,2
1,7,8.9.2021,memorial south,Hypochaeris radicata,3
1,7,8.9.2021,memorial south,Trifolium pratense,7
1,7,8.19.2021,west memorial,Hypochaeris radicata,1
1,7,8.10.22,winona,Cerastium glomeratum,26
1,7,8.10.22,winona,Hypochaeris radicata,2
1,7,8.10.22,winona,Trifolium repens,36
2,1,5.3.2022,balaclava,Cerastium glomeratum,9
2,1,5.3.2022,balaclava,Taraxacum officinale,1
2,1,5.5.2022,bobolink,Bellis perennis,379
2,1,5.5.2022,bobolink,Cerastium glomeratum,13
2,1,5.5.2022,bobolink,Draba verna,6
2,1,5.5.2022,bobolink,Erodium cicutarium,3
2,1,5.5.2022,bobolink,Stellaria media,10
2,1,5.5.2022,bobolink,Taraxacum officinale,57
2,1,5.5.2022,bobolink,Veronica arvensis,14
2,1,5.4.2022,china creek,Lunaria annua,263
2,1,5.4.2022,china creek,Taraxacum officinale,155
2,1,5.4.2022,falaise,Bellis perennis,293
2,1,5.4.2022,falaise,Sagina procumbens,1
2,1,5.4.2022,falaise,Stellaria media,68
2,1,5.4.2022,falaise,Taraxacum officinale,544
2,1,5.4.2022,falaise,Veronica serpyllifolia,5
2,1,5.5.2022,gordon,Bellis perennis,157
2,1,5.5.2022,gordon,Sagina procumbens,2
2,1,5.5.2022,gordon,Stellaria media,33
2,1,5.5.2022,gordon,Taraxacum officinale,201
2,1,5.5.2022,gordon,Veronica arvensis,48
2,1,5.4.2022,kensington,Bellis perennis,2
2,1,5.5.2022,killarney,Capsella bursa-pastoris,131
2,1,5.5.2022,killarney,Draba verna,6
2,1,5.5.2022,killarney,Lamium purpureum,1824
2,1,5.5.2022,killarney,Stellaria media,151
2,1,5.5.2022,killarney,Taraxacum officinale,438
2,1,5.4.2022,locarno,Capsella bursa-pastoris,3977
2,1,5.4.2022,locarno,Erodium cicutarium,13
2,1,5.4.2022,locarno,Stellaria media,1
2,1,5.3.2022,moberly,Bellis perennis,533
2,1,5.3.2022,moberly,Capsella bursa-pastoris,350
2,1,5.3.2022,moberly,Cerastium glomeratum,1
2,1,5.3.2022,moberly,Erodium cicutarium,37
2,1,5.3.2022,moberly,Taraxacum officinale,59
2,1,5.3.2022,moberly,Veronica arvensis,4
2,1,5.3.2022,oak meadows,Capsella bursa-pastoris,261
2,1,5.3.2022,oak meadows,Sagina procumbens,5
2,1,5.3.2022,oak meadows,Stellaria media,2
2,1,5.3.2022,oak meadows,Veronica arvensis,20
2,1,5.2.2022,prince of wales,Stellaria media,2
2,1,5.2.2022,prince of wales,Taraxacum officinale,1
2,1,5.3.2022,queen elizabeth,Bellis perennis,363
2,1,5.3.2022,queen elizabeth,Stellaria media,1
2,1,5.3.2022,queen elizabeth,Taraxacum officinale,5
2,1,5.2.2022,quilchena,Taraxacum officinale,65
2,1,5.4.2022,rupert,Bellis perennis,577
2,1,5.4.2022,rupert,Cerastium glomeratum,5
2,1,5.4.2022,rupert,Stellaria media,3
2,1,5.4.2022,rupert,Taraxacum officinale,152
2,1,5.5.2022,slocan,Bellis perennis,3
2,1,5.5.2022,slocan,Cerastium glomeratum,3
2,1,5.5.2022,slocan,Taraxacum officinale,1
2,1,5.4.2022,memorial south,Anthriscus caucalis,72
2,1,5.4.2022,memorial south,Cardamine hirsuta,119
2,1,5.4.2022,memorial south,Geranium molle,52
2,1,5.4.2022,memorial south,Hyacinthoides non-scripta,3
2,1,5.4.2022,memorial south,Lamium purpureum,4439
2,1,5.4.2022,memorial south,Nemophila menziesii,1
2,1,5.4.2022,memorial south,Senecio vulgaris,28
2,1,5.4.2022,memorial south,Stellaria media,92
2,1,5.4.2022,memorial south,Taraxacum officinale,10
2,1,5.3.2022,west memorial,Bellis perennis,144
2,1,5.3.2022,west memorial,Taraxacum officinale,51
2,1,5.3.2022,winona,Bellis perennis,24
2,1,5.3.2022,winona,Capsella bursa-pastoris,12
2,1,5.3.2022,winona,Cerastium glomeratum,16
2,1,5.3.2022,winona,Sagina procumbens,12
2,1,5.3.2022,winona,Stellaria media,18
2,1,5.3.2022,winona,Taraxacum officinale,10
2,1,5.3.2022,winona,Veronica arvensis,2
2,2,5.16.2022,balaclava,Cerastium glomeratum,7
2,2,5.16.2022,balaclava,Sagina procumbens,14
2,2,5.16.2022,balaclava,Veronica arvensis,25
2,2,5.20.2022,bobolink,Bellis perennis,627
2,2,5.20.2022,bobolink,Cerastium glomeratum,618
2,2,5.20.2022,bobolink,Ranunculus repens,2
2,2,5.20.2022,bobolink,Sagina procumbens,13
2,2,5.20.2022,bobolink,Stellaria media,18
2,2,5.20.2022,bobolink,Taraxacum officinale,2
2,2,5.20.2022,bobolink,Veronica arvensis,279
2,2,5.19.2022,china creek,Lunaria annua,77
2,2,5.19.2022,china creek,Nepeta cataria,175
2,2,5.19.2022,china creek,Ranunculus repens,19
2,2,5.19.2022,china creek,Taraxacum officinale,19
2,2,5.21.2022,falaise,Bellis perennis,121
2,2,5.21.2022,falaise,Ranunculus acris,2
2,2,5.21.2022,falaise,Ranunculus repens,45
2,2,5.21.2022,falaise,Taraxacum officinale,5
2,2,5.21.2022,falaise,Veronica serpyllifolia,1
2,2,5.20.2022,gordon,Bellis perennis,29
2,2,5.20.2022,gordon,Cerastium glomeratum,33
2,2,5.20.2022,gordon,Stellaria media,45
2,2,5.20.2022,gordon,Taraxacum officinale,3
2,2,5.20.2022,gordon,Veronica arvensis,15
2,2,5.19.2022,kensington,Bellis perennis,3
2,2,5.19.2022,kensington,Cerastium glomeratum,2
2,2,5.20.2022,killarney,Capsella bursa-pastoris,195
2,2,5.20.2022,killarney,Cerastium glomeratum,34
2,2,5.20.2022,killarney,Lamium purpureum,2094
2,2,5.20.2022,killarney,Rorippa palustris,8
2,2,5.20.2022,killarney,Stellaria media,180
2,2,5.20.2022,killarney,Taraxacum officinale,34
2,2,5.20.2022,killarney,Trifolium incarnatum,12
2,2,5.16.2022,locarno,Capsella bursa-pastoris,114
2,2,5.16.2022,locarno,Erodium cicutarium,6
2,2,5.16.2022,locarno,Trifolium dubium,4
2,2,5.16.2022,locarno,Veronica arvensis,52
2,2,5.17.2022,moberly,Bellis perennis,881
2,2,5.17.2022,moberly,Capsella bursa-pastoris,811
2,2,5.17.2022,moberly,Cerastium glomeratum,26
2,2,5.17.2022,moberly,Erodium cicutarium,42
2,2,5.17.2022,moberly,Ranunculus repens,1
2,2,5.17.2022,moberly,Taraxacum officinale,5
2,2,5.17.2022,moberly,Trifolium dubium,1
2,2,5.17.2022,moberly,Veronica arvensis,55
2,2,5.17.2022,oak meadows,Capsella bursa-pastoris,18
2,2,5.17.2022,oak meadows,Lepidium campestre,159
2,2,5.17.2022,oak meadows,Ranunculus repens,4
2,2,5.17.2022,oak meadows,Taraxacum officinale,1
2,2,5.16.2022,prince of wales,Bellis perennis,1
2,2,5.19.2022,queen elizabeth,Bellis perennis,650
2,2,5.19.2022,queen elizabeth,Cerastium glomeratum,2
2,2,5.19.2022,queen elizabeth,Stellaria media,6
2,2,5.19.2022,queen elizabeth,Taraxacum officinale,2
2,2,5.17.2022,quilchena,Sagina procumbens,1
2,2,5.17.2022,quilchena,Taraxacum officinale,9
2,2,5.21.2022,rupert,Bellis perennis,69
2,2,5.21.2022,rupert,Cerastium glomeratum,5
2,2,5.21.2022,rupert,Veronica arvensis,2
2,2,5.20.2022,slocan,Bellis perennis,56
2,2,5.20.2022,slocan,Cerastium glomeratum,107
2,2,5.20.2022,slocan,Veronica arvensis,7
2,2,5.20.2022,memorial south,Anthriscus caucalis,83
2,2,5.20.2022,memorial south,Geranium molle,211
2,2,5.20.2022,memorial south,Lamium purpureum,124
2,2,5.20.2022,memorial south,Nemophila menziesii,2
2,2,5.20.2022,memorial south,Ranunculus repens,30
2,2,5.20.2022,memorial south,Senecio vulgaris,8
2,2,5.20.2022,memorial south,Stellaria media,115
2,2,5.20.2022,memorial south,Sysimbrium officinale,77
2,2,5.20.2022,memorial south,Trifolium repens,1
2,2,5.20.2022,memorial south,Vicia sativa,1
2,2,5.16.2022,west memorial,Bellis perennis,363
2,2,5.16.2022,west memorial,Stellaria media,37
2,2,5.16.2022,west memorial,Taraxacum officinale,2
2,2,5.16.2022,west memorial,Veronica arvensis,3
2,2,5.16.2022,west memorial,Veronica serpyllifolia,1
2,2,5.17.2022,winona,Bellis perennis,45
2,2,5.17.2022,winona,Cerastium glomeratum,25
2,2,5.17.2022,winona,Taraxacum officinale,1
2,2,5.17.2022,winona,Trifolium dubium,8
2,2,5.17.2022,winona,Veronica arvensis,5
2,3,5.30.2022,balaclava,Trifolium dubium,37
2,3,5.30.2022,balaclava,Trifolium repens,5
2,3,6.7.2022,bobolink,Bellis perennis,244
2,3,6.7.2022,bobolink,Cerastium glomeratum,23
2,3,6.7.2022,bobolink,Ranunculus repens,14
2,3,6.7.2022,bobolink,Stellaria media,1
2,3,6.7.2022,bobolink,Trifolium dubium,1094
2,3,6.7.2022,bobolink,Trifolium repens,5
2,3,6.7.2022,bobolink,Veronica arvensis,2
2,3,5.31.2022,china creek,Lunaria annua,194
2,3,5.31.2022,china creek,Nepeta cataria,488
2,3,5.31.2022,china creek,Ranunculus repens,327
2,3,5.31.2022,china creek,Trifolium pratense,6
2,3,5.31.2022,falaise,Bellis perennis,142
2,3,5.31.2022,falaise,Cerastium glomeratum,67
2,3,5.31.2022,falaise,Ranunculus repens,336
2,3,5.31.2022,falaise,Sagina procumbens,387
2,3,6.7.2022,gordon,Bellis perennis,53
2,3,6.7.2022,gordon,Cerastium glomeratum,6
2,3,6.7.2022,gordon,Sagina procumbens,19
2,3,6.7.2022,gordon,Stellaria media,3
2,3,6.7.2022,gordon,Trifolium dubium,153
2,3,6.7.2022,gordon,Trifolium repens,12
2,3,6.7.2022,gordon,Veronica arvensis,3
2,3,5.31.2022,kensington,Bellis perennis,29
2,3,5.31.2022,kensington,Cerastium glomeratum,78
2,3,5.31.2022,kensington,Sagina procumbens,12
2,3,5.31.2022,kensington,Stellaria media,1
2,3,5.31.2022,kensington,Trifolium dubium,200
2,3,5.31.2022,killarney,Capsella bursa-pastoris,367
2,3,5.31.2022,killarney,Cerastium glomeratum,90
2,3,5.31.2022,killarney,Lamium purpureum,121
2,3,5.31.2022,killarney,Linum lewisii,14
2,3,5.31.2022,killarney,Stellaria media,31
2,3,5.31.2022,killarney,Trifolium dubium,103
2,3,5.31.2022,killarney,Trifolium incarnatum,45
2,3,5.30.2022,locarno,Capsella bursa-pastoris,30
2,3,5.30.2022,locarno,Erodium cicutarium,2
2,3,5.30.2022,locarno,Plantago lanceolata,1
2,3,5.30.2022,locarno,Plectritis congesta,2
2,3,5.30.2022,locarno,Trifolium dubium,792
2,3,5.30.2022,moberly,Bellis perennis,227
2,3,5.30.2022,moberly,Capsella bursa-pastoris,923
2,3,5.30.2022,moberly,Draba verna,1
2,3,5.30.2022,moberly,Erodium cicutarium,353
2,3,5.30.2022,moberly,Ranunculus repens,1
2,3,5.30.2022,moberly,Trifolium dubium,1219
2,3,5.30.2022,moberly,Trifolium repens,16
2,3,5.30.2022,moberly,Veronica arvensis,59
2,3,5.30.2022,oak meadows,Lepidium campestre,398
2,3,5.30.2022,oak meadows,Ornithopus perpusillus,1669
2,3,5.30.2022,oak meadows,Ranunculus acris,12
2,3,5.30.2022,oak meadows,Ranunculus repens,8
2,3,5.30.2022,oak meadows,Trifolium dubium,720
2,3,5.30.2022,oak meadows,Trifolium pratense,1
2,3,5.30.2022,prince of wales,Achillea millefolium,2
2,3,5.30.2022,prince of wales,Ranunculus acris,8
2,3,5.30.2022,prince of wales,Ranunculus repens,10
2,3,5.30.2022,prince of wales,Trifolium pratense,8
2,3,5.30.2022,prince of wales,Trifolium repens,1
2,3,5.30.2022,queen elizabeth,Bellis perennis,308
2,3,5.30.2022,queen elizabeth,Stellaria media,2
2,3,5.30.2022,queen elizabeth,Taraxacum officinale,2
2,3,5.30.2022,queen elizabeth,Trifolium dubium,85
2,3,5.30.2022,queen elizabeth,Veronica arvensis,7
2,3,5.30.2022,quilchena,Trifolium pratense,2
2,3,5.30.2022,quilchena,Trifolium repens,11
2,3,5.31.2022,rupert,Bellis perennis,342
2,3,5.31.2022,rupert,Cerastium glomeratum,34
2,3,5.31.2022,rupert,Trifolium dubium,1185
2,3,5.31.2022,rupert,Veronica arvensis,11
2,3,5.31.2022,slocan,Bellis perennis,67
2,3,5.31.2022,slocan,Cerastium glomeratum,168
2,3,5.31.2022,slocan,Sagina procumbens,16
2,3,5.31.2022,slocan,Trifolium repens,3
2,3,5.31.2022,slocan,Veronica arvensis,6
2,3,5.30.2022,memorial south,Anthriscus caucalis,85
2,3,5.30.2022,memorial south,Geranium molle,155
2,3,5.30.2022,memorial south,Lamium purpureum,6
2,3,5.30.2022,memorial south,Lupinus polyphyllus,117
2,3,5.30.2022,memorial south,Nemophila menziesii,1
2,3,5.30.2022,memorial south,Plantago lanceolata,3
2,3,5.30.2022,memorial south,Ranunculus acris,36
2,3,5.30.2022,memorial south,Senecio vulgaris,5
2,3,5.30.2022,memorial south,Sysimbrium officinale,80
2,3,5.30.2022,memorial south,Trifolium repens,13
2,3,5.30.2022,memorial south,Vicia sativa,134
2,3,5.30.2022,west memorial,Bellis perennis,841
2,3,5.30.2022,west memorial,Ranunculus repens,1
2,3,5.30.2022,west memorial,Stellaria media,7
2,3,5.30.2022,west memorial,Veronica arvensis,37
2,3,5.30.2022,west memorial,Veronica serpyllifolia,13
2,3,5.30.2022,winona,Bellis perennis,7
2,3,5.30.2022,winona,Cerastium glomeratum,44
2,3,5.30.2022,winona,Stellaria media,6
2,3,5.30.2022,winona,Taraxacum officinale,1
2,3,5.30.2022,winona,Trifolium dubium,137
2,3,5.30.2022,winona,Veronica arvensis,23
2,4,6.10.2022,balaclava,Bellis perennis,2
2,4,6.10.2022,balaclava,Trifolium dubium,879
2,4,6.10.2022,balaclava,Trifolium repens,122
2,4,6.10.2022,balaclava,Veronica arvensis,3
2,4,6.20.2022,bobolink,Bellis perennis,144
2,4,6.20.2022,bobolink,Cerastium glomeratum,11
2,4,6.20.2022,bobolink,Trifolium repens,32
2,4,6.20.2022,bobolink,Trifolium dubium,1165
2,4,6.20.2022,bobolink,Veronica arvensis,23
2,4,6.20.2022,bobolink,Ranunculus repens,3
2,4,6.20.2022,bobolink,Taraxacum officinale,1
2,4,6.15.2022,china creek,Lunaria annua,51
2,4,6.15.2022,china creek,Ranunculus repens,58
2,4,6.15.2022,china creek,Trifolium pratense,27
2,4,6.15.2022,china creek,Taraxacum officinale,2
2,4,6.15.2022,china creek,Trifolium repens,8
2,4,6.15.2022,china creek,Eschscholzia californica,6
2,4,6.15.2022,china creek,Brassica sp.,4
2,4,6.15.2022,china creek,Capsella bursa-pastoris,8
2,4,6.15.2022,china creek,Stellaria media,7
2,4,6.15.2022,china creek,Phacelia tanacetifolia,198
2,4,6.15.2022,china creek,Nepeta cataria,138
2,4,6.15.2022,china creek,Dianthus barbatus,3
2,4,6.15.2022,china creek,Symphotrichum douglasii,19
2,4,6.17.2022,falaise,Bellis perennis,10
2,4,6.17.2022,falaise,Cerastium glomeratum,210
2,4,6.17.2022,falaise,Hypericum anagalloides,26
2,4,6.17.2022,falaise,Ranunculus repens,518
2,4,6.17.2022,falaise,Trifolium dubium,473
2,4,6.17.2022,falaise,Trifolium repens,37
2,4,6.20.2022,gordon,Bellis perennis,57
2,4,6.20.2022,gordon,Trifolium repens,79
2,4,6.20.2022,gordon,Trifolium dubium,725
2,4,6.20.2022,gordon,Veronica arvensis,43
2,4,6.20.2022,gordon,Cerastium glomeratum,1
2,4,6.20.2022,gordon,Stellaria media,4
2,4,6.15.2022,kensington,Bellis perennis,2
2,4,6.15.2022,kensington,Ranunculus repens,3
2,4,6.15.2022,kensington,Trifolium dubium,4919
2,4,6.15.2022,kensington,Trifolium repens,8
2,4,6.20.2022,killarney,Linum lewisii,116
2,4,6.20.2022,killarney,Gaillardia pulchella,6
2,4,6.20.2022,killarney,Trifolium repens,125
2,4,6.20.2022,killarney,Hypochaeris radicata,18
2,4,6.20.2022,killarney,Trifolium pratense,20
2,4,6.20.2022,killarney,Trifolium dubium,759
2,4,6.20.2022,killarney,Trifolium incarnatum,4
2,4,6.20.2022,killarney,Bellis perennis,1
2,4,6.20.2022,killarney,Rorippa palustris,781
2,4,6.20.2022,killarney,Veronica arvensis,2
2,4,6.20.2022,killarney,Lupinus polyphyllus,4
2,4,6.20.2022,killarney,Capsella bursa-pastoris,7
2,4,6.10.2022,locarno,Plantago lanceolata,27
2,4,6.10.2022,locarno,Trifolium dubium,750
2,4,6.10.2022,locarno,Veronica arvensis,5
2,4,6.14.2022,moberly,Bellis perennis,178
2,4,6.14.2022,moberly,Capsella bursa-pastoris,160
2,4,6.14.2022,moberly,Erodium cicutarium,4
2,4,6.14.2022,moberly,Trifolium dubium,1581
2,4,6.14.2022,moberly,Trifolium repens,79
2,4,6.14.2022,moberly,Veronica arvensis,1
2,4,6.17.2022,oak meadows,Achillea millefolium,48
2,4,6.17.2022,oak meadows,Cerastium glomeratum,4
2,4,6.17.2022,oak meadows,Lepidium campestre,8
2,4,6.17.2022,oak meadows,Lupinus polyphyllus,49
2,4,6.17.2022,oak meadows,Ranunculus acris,18
2,4,6.17.2022,oak meadows,Ranunculus repens,46
2,4,6.17.2022,oak meadows,Stellaria media,138
2,4,6.17.2022,oak meadows,Trifolium dubium,1247
2,4,6.17.2022,oak meadows,Trifolium pratense,96
2,4,6.17.2022,oak meadows,Trifolium repens,36
2,4,6.13.2022,prince of wales,Achillea millefolium,224
2,4,6.13.2022,prince of wales,Bellis perennis,3
2,4,6.13.2022,prince of wales,Cerastium glomeratum,7
2,4,6.13.2022,prince of wales,Ranunculus acris,20
2,4,6.13.2022,prince of wales,Trifolium pratense,72
2,4,6.13.2022,prince of wales,Trifolium repens,5
2,4,6.13.2022,queen elizabeth,Bellis perennis,354
2,4,6.13.2022,queen elizabeth,Trifolium dubium,2146
2,4,6.13.2022,queen elizabeth,Trifolium repens,2
2,4,6.13.2022,quilchena,Bellis perennis,2
2,4,6.13.2022,quilchena,Ranunculus repens,44
2,4,6.13.2022,quilchena,Taraxacum officinale,1
2,4,6.13.2022,quilchena,Trifolium dubium,151
2,4,6.13.2022,quilchena,Trifolium pratense,11
2,4,6.13.2022,quilchena,Trifolium repens,163
2,4,6.20.2022,rupert,Trifolium repens,17
2,4,6.20.2022,rupert,Trifolium dubium,3945
2,4,6.20.2022,rupert,Bellis perennis,154
2,4,6.20.2022,rupert,Trifolium pratense,8
2,4,6.20.2022,rupert,Cerastium glomeratum,12
2,4,6.20.2022,rupert,Veronica arvensis,13
2,4,6.20.2022,rupert,Taraxacum officinale,1
2,4,6.20.2022,slocan,Trifolium repens,185
2,4,6.20.2022,slocan,Trifolium dubium,908
2,4,6.20.2022,slocan,Trifolium pratense,13
2,4,6.20.2022,slocan,Bellis perennis,23
2,4,6.20.2022,slocan,Veronica arvensis,1
2,4,6.20.2022,slocan,Veronica serpyllifolia,6
2,4,6.20.2022,slocan,Sagina procumbens,7
2,4,6.14.2022,memorial south,Achillea millefolium,85
2,4,6.14.2022,memorial south,Centaurea cyanus,1
2,4,6.14.2022,memorial south,Dianthus barbatus,32
2,4,6.14.2022,memorial south,Galium aparine,76
2,4,6.14.2022,memorial south,Geranium dissectum,77
2,4,6.14.2022,memorial south,Lupinus polyphyllus,1306
2,4,6.14.2022,memorial south,Myosotis discolor,5
2,4,6.14.2022,memorial south,Ranunculus repens,90
2,4,6.14.2022,memorial south,Senecio vulgaris,5
2,4,6.14.2022,memorial south,Sysimbrium officinale,521
2,4,6.14.2022,memorial south,Trifolium dubium,19
2,4,6.14.2022,memorial south,Trifolium repens,182
2,4,6.14.2022,memorial south,Vicia sativa,77
2,4,6.14.2022,memorial south,Vicia hirsuta,58
2,4,6.13.2022,west memorial,Bellis perennis,842
2,4,6.13.2022,west memorial,Cerastium glomeratum,15
2,4,6.13.2022,west memorial,Geranium molle,4
2,4,6.13.2022,west memorial,Plantago lanceolata,1
2,4,6.13.2022,west memorial,Ranunculus repens,38
2,4,6.13.2022,west memorial,Stellaria media,16
2,4,6.13.2022,west memorial,Trifolium dubium,87
2,4,6.13.2022,west memorial,Veronica arvensis,3
2,4,6.13.2022,west memorial,Veronica serpyllifolia,3
2,4,6.13.2022,winona,Bellis perennis,7
2,4,6.13.2022,winona,Cerastium glomeratum,14
2,4,6.13.2022,winona,Trifolium dubium,186
2,4,6.13.2022,winona,Trifolium repens,10
2,5,7.8.2022,bobolink,Trifolium repens,81
2,5,7.8.2022,bobolink,Trifolium dubium,1712
2,5,7.8.2022,bobolink,Capsella bursa-pastoris,2
2,5,7.8.2022,bobolink,Bellis perennis,22
2,5,7.8.2022,moberly,Trifolium repens,425
2,5,7.8.2022,moberly,Bellis perennis,68
2,5,7.8.2022,moberly,Trifolium dubium,1370
2,5,7.8.2022,moberly,Capsella bursa-pastoris,52
2,5,7.8.2022,moberly,Cerastium glomeratum,3
2,5,7.8.2022,moberly,Ranunculus repens,1
2,5,7.8.2022,moberly,Erodium cicutarium,135
2,5,7.8.2022,moberly,Prunella vulgaris,39
2,5,7.8.2022,moberly,Matricaria discoidea,24
2,5,7.8.2022,moberly,Veronica arvensis,2
2,5,7.12.2022,rupert,Trifolium repens,112
2,5,7.12.2022,rupert,Trifolium dubium,510
2,5,7.12.2022,rupert,Bellis perennis,15
2,5,7.12.2022,rupert,Trifolium pratense,15
2,5,7.12.2022,rupert,Plantago lanceolata,7
2,5,7.12.2022,rupert,Cerastium glomeratum,18
2,5,7.12.2022,rupert,Crepis capillaris,2
2,5,7.12.2022,slocan,Trifolium repens,114
2,5,7.12.2022,slocan,Trifolium dubium,332
2,5,7.12.2022,slocan,Bellis perennis,1
2,5,7.12.2022,slocan,Veronica arvensis,22
2,5,7.12.2022,slocan,Ranunculus repens,2
2,5,7.12.2022,china creek,Melilotus albus,6606
2,5,7.12.2022,china creek,Trifolium pratense,157
2,5,7.12.2022,china creek,Sysimbrium officinale,61
2,5,7.12.2022,china creek,Papaver sp.,39
2,5,7.12.2022,china creek,Anaphalis margaritacea,104
2,5,7.12.2022,china creek,Trifolium dubium,84
2,5,7.12.2022,china creek,Ranunculus repens,15
2,5,7.12.2022,china creek,Eschscholzia californica,15
2,5,7.12.2022,china creek,Solanum dulcamara,5
2,5,7.12.2022,china creek,Erigeron sp.,31
2,5,7.12.2022,china creek,Hypochaeris radicata,6
2,5,7.12.2022,china creek,Achillea millefolium,5320
2,5,7.12.2022,china creek,Centaurea cyanus,2
2,5,7.12.2022,china creek,Trifolium repens,66
2,5,7.12.2022,china creek,Lupinus polyphyllus,6
2,5,7.12.2022,china creek,Medicago sativa,10
2,5,7.12.2022,china creek,Leucanthemum vulgare,4
2,5,7.12.2022,china creek,Crepis capillaris,14
2,5,7.11.2022,memorial south,Achillea millefolium,5630
2,5,7.11.2022,memorial south,Trifolium pratense,11
2,5,7.11.2022,memorial south,Trifolium repens,107
2,5,7.11.2022,memorial south,Lupinus polyphyllus,14
2,5,7.11.2022,memorial south,Vicia sativa,1
