sampling_round,site,date,clade,bee_id,sex,collected_specimen,collected_pollen,id_within_sitebydate,unique_specimen_id,overall_unique_can_assign_w_R,plant_netted_from_famly,plant_netted_from_genus,plant_netted_from_sci_name,notes_pollen_and_or_bee
3,quilchena,6.3.2021,,Apis mellifera,NA,n,n,NA,NA,453,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
3,rupert,6.12.2021,,Megachile,NA,y,y,1,JCU2021_198,454,Asteraceae,Bellis,Bellis perennis,
3,rupert,6.12.2021,,Andrena,NA,y,y,2,JCU2021_199,455,Asteraceae,Bellis,Bellis perennis,
3,rupert,6.12.2021,Syrphidae,Eristalis arbustorum,f,y,y,3,JCU2021_200,456,Asteraceae,Bellis,Bellis perennis,
3,rupert,6.12.2021,Syrphidae,Meridon equestris,m,y,y,4,JCU2021_201,457,Ranunculaceae,Ranunculus,Ranunculus repens,
3,rupert,6.12.2021,Syrphidae,Platycheirus stegnus (morph),m,y,y,5,JCU2021_202,458,Ranunculaceae,Ranunculus,Ranunculus repens,
3,rupert,6.12.2021,,Bombus vosnesenskii,f,n,y,6,NA,459,Ranunculaceae,Ranunculus,Ranunculus repens,
3,rupert,6.12.2021,,Bombus flavifrons,f,n,y,7,NA,460,Ranunculaceae,Ranunculus,Ranunculus repens,"very big though, others?"
3,rupert,6.12.2021,,Halictus rubicundus,f,n,y,8,NA,461,Ranunculaceae,Ranunculus,Ranunculus repens,
3,rupert,6.12.2021,,Bombus mixtus,f,n,y,9,NA,462,Fabaceae,Trifolium,Trifolium repens,
3,rupert,6.12.2021,,Bombus vosnesenskii,f,n,y,10,NA,463,Fabaceae,Trifolium,Trifolium repens,
3,rupert,6.12.2021,,Bombus flavifrons,f,n,y,11,NA,464,Fabaceae,Trifolium,Trifolium pratense,definitely all T. pratense not T repens pollen (much bigger)
3,rupert,6.12.2021,,Lasioglossum,NA,y,y,12,JCU2021_203,465,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,slocan,6.12.2021,,Agapostemon,NA,y,y,1,JCU2021_204,466,Asteraceae,Bellis,Bellis perennis,
3,slocan,6.12.2021,,Bombus vosnesenskii,f,n,y,2,NA,467,Fabaceae,Trifolium,Trifolium repens,
3,slocan,6.12.2021,,Bombus vosnesenskii,f,n,y,3,NA,468,Fabaceae,Trifolium,Trifolium repens,
3,slocan,6.12.2021,,Bombus vosnesenskii,f,n,y,4,NA,469,Fabaceae,Trifolium,Trifolium repens,
3,slocan,6.12.2021,,Bombus mixtus,f,n,y,5,NA,470,Fabaceae,Trifolium,Trifolium repens,
3,slocan,6.12.2021,,Apis mellifera,f,y,y,6,JCU2021_205,471,Fabaceae,Trifolium,Trifolium repens,
3,slocan,6.12.2021,,Apis mellifera,f,n,y,7,NA,472,Fabaceae,Trifolium,Trifolium repens,
3,slocan,6.12.2021,,Apis mellifera,f,n,y,8,NA,473,Fabaceae,Trifolium,Trifolium repens,
3,slocan,6.12.2021,,Apis mellifera,NA,n,n,NA,NA,474,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
3,west memorial,6.2.2021,,Lasioglossum,f,y,y,1,JCU2021_206,475,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,west memorial,6.2.2021,,Lasioglossum,NA,y,y,2,JCU2021_207,476,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,west memorial,6.2.2021,,Lasioglossum,NA,y,y,3,JCU2021_208,477,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,west memorial,6.2.2021,,Andrena,NA,y,y,4,JCU2021_209,478,Rosaceae,Physocarpus,Physocarpus capitatus,
3,west memorial,6.2.2021,,Andrena,f,y,y,5,JCU2021_210,479,Rosaceae,Physocarpus,Physocarpus capitatus,
3,west memorial,6.2.2021,,Andrena,f,y,y,6,JCU2021_211,480,Rosaceae,Physocarpus,Physocarpus capitatus,
3,west memorial,6.2.2021,,Nomada,f,y,y,7,JCU2021_212,481,Asteraceae,Bellis,Bellis perennis,
3,west memorial,6.2.2021,,Nomada,f,y,y,8,JCU2021_213,482,Asteraceae,Bellis,Bellis perennis,
3,winona,6.2.2021,Syrphidae,Eupeodes fumipennis,f,y,y,1,JCU2021_214,483,Asteraceae,Bellis,Bellis perennis,
3,winona,6.2.2021,,Agapostemon,NA,y,y,2,JCU2021_215,484,Asteraceae,Bellis,Bellis perennis,
3,winona,6.2.2021,,Lasioglossum,NA,y,y,3,JCU2021_216,485,Asteraceae,Bellis,Bellis perennis,
3,winona,6.2.2021,,Apis mellifera,NA,n,y,4,NA,486,Asteraceae,Bellis,Bellis perennis,
3,winona,6.2.2021,,Bombus vosnesenskii,f,n,y,5,NA,487,Asteraceae,Bellis,Bellis perennis,
3,winona,6.2.2021,,Apis mellifera,NA,n,y,6,NA,488,Asteraceae,Bellis,Bellis perennis,
3,winona,6.2.2021,,Apis mellifera,NA,n,y,7,NA,489,Asteraceae,Bellis,Bellis perennis,
3,winona,6.2.2021,,Agapostemon,NA,y,y,8,JCU2021_217,490,Asteraceae,Bellis,Bellis perennis,
3,winona,6.2.2021,,Bombus vosnesenskii,f,n,y,9,NA,491,Fabaceae,Trifolium,Trifolium repens,
3,winona,6.2.2021,,Bombus mixtus,f,n,y,10,NA,492,Fabaceae,Trifolium,Trifolium repens,
3,winona,6.2.2021,,Bombus vosnesenskii,f,n,y,11,NA,493,Fabaceae,Trifolium,Trifolium repens,
3,winona,6.2.2021,,Bombus melanopygus,f,n,y,12,NA,494,Fabaceae,Trifolium,Trifolium repens,
3,winona,6.2.2021,,Apis mellifera,NA,n,y,13,NA,495,Fabaceae,Trifolium,Trifolium repens,
3,winona,6.2.2021,,Apis mellifera,NA,n,y,14,NA,496,Fabaceae,Trifolium,Trifolium repens,
3,winona,6.2.2021,,Apis mellifera,NA,n,y,15,NA,497,Fabaceae,Trifolium,Trifolium repens,
3,winona,6.2.2021,,Apis mellifera,NA,n,n,NA,NA,498,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
4,balaclava,6.17.2021,,Halictus,f,y,y,1,JCU2021_219,499,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Osmia,f,y,y,2,JCU2021_218,500,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Anthidium,f,y,y,3,JCU2021_221,501,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus sp.,m,y,y,4,JCU2021_223,502,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Megachile,m,y,y,5,JCU2021_222,503,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Osmia,f,y,y,6,JCU2021_220,504,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Osmia,f,y,y,7,JCU2021_224,505,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus sp.,f,y,y,8,JCU2021_225,506,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus mixtus,f,n,y,9,NA,507,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus vosnesenskii,f,n,y,10,NA,508,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus sp.,m,y,y,11,JCU2021_226,509,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Osmia,f,y,y,12,JCU2021_227,510,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus vosnesenskii,f,n,y,13,NA,511,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Apis mellifera,f,n,y,14,NA,512,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus vosnesenskii,f,n,y,15,NA,513,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus flavifrons,f,n,y,16,NA,514,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus mixtus,f,n,y,17,NA,515,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Apis mellifera,f,n,y,18,NA,516,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Apis mellifera,f,n,y,19,NA,517,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Bombus flavifrons,f,n,y,20,NA,518,Fabaceae,Trifolium,Trifolium repens,
4,balaclava,6.17.2021,,Osmia,f,y,y,21,JCU2021_228,519,Fabaceae,Trifolium,Trifolium repens,
4,bobolink,6.25.2021,,Melissodes,f,y,y,1,JCU2021_229,520,Asteraceae,Bellis,Bellis perennis,
4,bobolink,6.25.2021,,Anthidium,f,y,y,2,JCU2021_230,521,Fabaceae,Trifolium,Trifolium repens,
4,bobolink,6.25.2021,,Bombus vosnesenskii,m,n,y,3,NA,522,Fabaceae,Trifolium,Trifolium repens,
4,bobolink,6.25.2021,,Bombus vosnesenskii,m,n,y,4,NA,523,Fabaceae,Trifolium,Trifolium repens,
4,bobolink,6.25.2021,,Apis mellifera,f,n,y,5,NA,524,Fabaceae,Trifolium,Trifolium repens,
4,bobolink,6.25.2021,,Anthidium,f,y,y,6,JCU2021_231,525,Fabaceae,Trifolium,Trifolium repens,
4,bobolink,6.25.2021,,Apis mellifera,f,n,y,7,NA,526,Fabaceae,Trifolium,Trifolium repens,
4,bobolink,6.25.2021,,Apis mellifera,f,n,y,8,NA,527,Fabaceae,Trifolium,Trifolium repens,
4,bobolink,6.25.2021,,Apis mellifera,NA,n,n,NA,NA,528,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
4,china creek,6.22.2021,,Bombus vosnesenskii,f,n,y,1,NA,529,Papaveraceae,Eschscholzia,Eschscholzia californica,
4,china creek,6.22.2021,,Lasioglossum,NA,y,y,2,JCU2021_232,530,Papaveraceae,Eschscholzia,Eschscholzia californica,
4,china creek,6.22.2021,,Bombus vosnesenskii,f,n,y,3,NA,531,Papaveraceae,Eschscholzia,Eschscholzia californica,
4,china creek,6.22.2021,,Bombus vosnesenskii,f,n,y,4,NA,532,Papaveraceae,Eschscholzia,Eschscholzia californica,
4,china creek,6.22.2021,,Bombus flavifrons,f,n,y,5,NA,533,Fabaceae,Trifolium,Trifolium pratense,
4,china creek,6.22.2021,,Bombus vosnesenskii,f,n,y,6,NA,534,Fabaceae,Trifolium,Trifolium pratense,
4,china creek,6.22.2021,,Bombus vosnesenskii,f,n,y,7,NA,535,Fabaceae,Trifolium,Trifolium pratense,
4,china creek,6.22.2021,,Bombus flavifrons,f,n,y,8,NA,536,Fabaceae,Trifolium,Trifolium repens,
4,china creek,6.22.2021,,Apis mellifera,f,n,y,9,NA,537,Fabaceae,Trifolium,Trifolium repens,
4,china creek,6.22.2021,,Apis mellifera,f,n,y,10,NA,538,Fabaceae,Trifolium,Trifolium repens,
4,china creek,6.22.2021,,Bombus vosnesenskii,f,n,y,11,NA,539,Ranunculaceae,Ranunculus,Ranunculus repens,
4,china creek,6.22.2021,,Halictus rubicundus,f,n,y,12,NA,540,Ranunculaceae,Ranunculus,Ranunculus repens,
4,china creek,6.22.2021,,Lasioglossum,f,y,y,13,JCU2021_233,541,Asteraceae,Centaurea,Centaurea cyanus,
4,china creek,6.22.2021,,Lasioglossum,f,y,y,14,JCU2021_234,542,Asteraceae,Centaurea,Centaurea cyanus,
4,china creek,6.22.2021,Syrphidae,Eupeodes volucris,f,y,y,15,JCU2021_235,543,Lamiaceae,Salvia,Salvia nemorosa,
4,china creek,6.22.2021,,Apis mellifera,f,n,y,16,NA,544,Lamiaceae,Salvia,Salvia nemorosa,
4,china creek,6.22.2021,,Bombus vosnesenskii,f,n,y,17,NA,545,Fabaceae,Lupinus,Lupinus polyphyllus,
4,china creek,6.22.2021,,Anthidium,f,y,y,18,JCU2021_236,546,Fabaceae,Lupinus,Lupinus polyphyllus,
4,china creek,6.22.2021,,Andrena,f,y,y,19,JCU2021_237,547,Asteraceae,Achillea,Achillea millefolium,
4,china creek,6.22.2021,,Apis mellifera,f,n,y,20,NA,548,Asteraceae,Achillea,Achillea millefolium,
4,china creek,6.22.2021,,Bombus vosnesenskii,f,n,y,21,NA,549,Fabaceae,Medicago,Medicago sativa,
4,china creek,6.22.2021,,Megachile,f,y,y,22,JCU2021_238,550,Fabaceae,Medicago,Medicago sativa,
4,china creek,6.22.2021,,Bombus vosnesenskii,f,n,y,23,NA,551,Solanaceae,Solanum dulcamara,,
4,china creek,6.22.2021,,Bombus flavifrons,NA,n,n,NA,NA,552,Fabaceae,Trifolium,Trifolium pratense,"duplicate, not collected"
4,falaise,6.24.2021,,Bombus mixtus,f,y,y,1,JCU2021_239,553,Rosaceae,Rubus,Rubus armeniacus,
4,falaise,6.24.2021,,Apis mellifera,f,y,y,2,JCU2021_240,554,Rosaceae,Rubus,Rubus armeniacus,
4,falaise,6.24.2021,,Halictus rubicundus,f,y,y,3,JCU2021_241,555,Rosaceae,Rubus,Rubus armeniacus,
4,falaise,6.24.2021,,Lasioglossum,f,y,y,4,JCU2021_242,556,Rosaceae,Rubus,Rubus armeniacus,
4,falaise,6.24.2021,,Bombus vosnesenskii,f,y,y,5,JCU2021_243,557,Rosaceae,Holodiscus,Holodiscus discolor,
4,falaise,6.24.2021,,Hylaeus,f,y,y,6,JCU2021_244,558,Rosaceae,Holodiscus,Holodiscus discolor,
4,falaise,6.24.2021,Syrphidae,Syritta pipiens,m,y,y,7,JCU2021_246,559,Rosaceae,Holodiscus,Holodiscus discolor,
4,falaise,6.24.2021,,Bombus vosnesenskii,f,y,y,8,JCU2021_245,560,Rosaceae,Holodiscus,Holodiscus discolor,
4,falaise,6.24.2021,Syrphidae,Syritta pipiens,m,y,y,9,JCU2021_247,561,Rosaceae,Holodiscus,Holodiscus discolor,
4,falaise,6.24.2021,,Apis mellifera,f,y,y,10,JCU2021_248,562,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,falaise,6.24.2021,,Nomada,f,y,y,11,JCU2021_249,563,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,falaise,6.24.2021,,Apis mellifera,f,y,y,12,JCU2021_250,564,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,falaise,6.24.2021,,Bombus flavifrons,f,y,y,13,JCU2021_251,565,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,falaise,6.24.2021,,Bombus flavifrons,f,y,y,14,JCU2021_252,566,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,falaise,6.24.2021,,Bombus flavifrons,f,y,y,15,JCU2021_253,567,Rosaceae,Spiraea,Spiraea douglasii,
4,falaise,6.24.2021,,Bombus vosnesenskii,f,y,y,16,JCU2021_254,568,Rosaceae,Spiraea,Spiraea douglasii,
4,falaise,6.24.2021,,Bombus vosnesenskii,f,y,y,17,JCU2021_255,569,Rosaceae,Spiraea,Spiraea douglasii,
4,falaise,6.24.2021,,Bombus vosnesenskii,f,y,y,18,JCU2021_256,570,Rosaceae,Spiraea,Spiraea douglasii,
4,falaise,6.24.2021,,Agapostemon,f,y,y,19,JCU2021_257,571,Rosaceae,Spiraea,Spiraea douglasii,
4,falaise,6.24.2021,,Lasioglossum,f,y,y,20,JCU2021_258,572,Asteraceae,Hypochaeris,Hypochaeris radicata,
4,falaise,6.24.2021,,Lasioglossum,f,y,y,21,JCU2021_259,573,Asteraceae,Hypochaeris,Hypochaeris radicata,
4,falaise,6.24.2021,,Lasioglossum,f,y,y,22,JCU2021_260,574,Asteraceae,Hypochaeris,Hypochaeris radicata,
4,falaise,6.24.2021,,Bombus vosnesenskii,f,y,y,23,JCU2021_261,575,Asteraceae,Hypochaeris,Hypochaeris radicata,
4,falaise,6.24.2021,,Lasioglossum,f,y,y,24,JCU2021_262,576,Asteraceae,Hypochaeris,Hypochaeris radicata,
4,falaise,6.24.2021,,Lasioglossum,f,y,y,25,JCU2021_263,577,Asteraceae,Hypochaeris,Hypochaeris radicata,
4,falaise,6.24.2021,,Apis mellifera,f,y,y,26,JCU2021_265,578,Fabaceae,Trifolium,Trifolium repens,
4,falaise,6.24.2021,,Bombus vosnesenskii,f,y,y,27,JCU2021_264,579,Fabaceae,Trifolium,Trifolium repens,
4,falaise,6.24.2021,,Halictus rubicundus,f,y,y,28,JCU2021_266,580,Ranunculaceae,Ranunculus,Ranunculus repens,
4,falaise,6.24.2021,Syrphidae,Platycheirus stegnus (morph),m,y,y,29,JCU2021_267,581,Ranunculaceae,Ranunculus,Ranunculus repens,
4,falaise,6.24.2021,,Megachile,f,y,y,30,JCU2021_268,582,Lamiaceae,Prunella,Prunella vulgaris,
4,gordon,6.25.2021,,Bombus mixtus,f,,,1,,583,Fabaceae,Trifolium,Trifolium repens,
4,gordon,6.25.2021,,Apis mellifera,f,,,2,,584,Fabaceae,Trifolium,Trifolium repens,
4,gordon,6.25.2021,,Bombus vosnesenskii,m,,,3,,585,Fabaceae,Trifolium,Trifolium repens,
4,gordon,6.25.2021,,Bombus vosnesenskii,m,,,4,,586,Fabaceae,Trifolium,Trifolium repens,
4,gordon,6.25.2021,,Apis mellifera,f,,,5,,587,Fabaceae,Trifolium,Trifolium repens,
4,gordon,6.25.2021,,Anthidium,f,,,6,,588,Fabaceae,Trifolium,Trifolium repens,
4,gordon,6.25.2021,,Bombus mixtus,m,,,7,,589,Fabaceae,Trifolium,Trifolium repens,
4,gordon,6.25.2021,,MISSING???,,,,8,,590,Fabaceae,Trifolium,Trifolium repens,
4,gordon,6.25.2021,,Apis mellifera,f,,,9,,591,Fabaceae,Trifolium,Trifolium repens,
4,gordon,6.25.2021,,Apis mellifera,NA,n,n,NA,NA,592,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
4,kensington,6.22.2021,,Apis mellifera,f,n,y,1,NA,593,Fabaceae,Trifolium,Trifolium repens,
4,kensington,6.22.2021,,Apis mellifera,f,n,y,2,NA,594,Fabaceae,Trifolium,Trifolium repens,
4,kensington,6.22.2021,,Apis mellifera,f,n,y,3,NA,595,Fabaceae,Trifolium,Trifolium repens,
4,kensington,6.22.2021,,Bombus vosnesenskii,f,n,y,4,NA,596,Fabaceae,Trifolium,Trifolium repens,
4,kensington,6.22.2021,,Bombus vosnesenskii,f,n,y,5,NA,597,Fabaceae,Trifolium,Trifolium repens,
4,kensington,6.22.2021,,Bombus vosnesenskii,f,n,y,6,NA,598,Fabaceae,Trifolium,Trifolium repens,
4,kensington,6.22.2021,,Apis mellifera,NA,n,n,NA,NA,599,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
4,killarney,6.25.2021,,Bombus mixtus,m,n,y,1,NA,600,Asteraceae,Hypochaeris,Hypochaeris radicata,
4,killarney,6.25.2021,,Bombus mixtus,f,n,y,2,NA,601,Fabaceae,Trifolium,Trifolium repens,
4,killarney,6.25.2021,,Apis mellifera,f,n,y,3,NA,602,Fabaceae,Trifolium,Trifolium repens,
4,killarney,6.25.2021,,Apis mellifera,f,n,y,4,NA,603,Fabaceae,Trifolium,Trifolium repens,
4,killarney,6.25.2021,,Apis mellifera,f,n,y,5,NA,604,Fabaceae,Trifolium,Trifolium repens,
4,killarney,6.25.2021,,Bombus vosnesenskii,f,n,y,6,NA,605,Fabaceae,Trifolium,Trifolium repens,
4,killarney,6.25.2021,,Megachile,f,y,y,7,JCU2021_269,606,Fabaceae,Trifolium,Trifolium repens,
4,killarney,6.25.2021,,Bombus vosnesenskii,m,n,y,8,NA,607,Fabaceae,Trifolium,Trifolium repens,
4,killarney,6.25.2021,,Halictus rubicundus,f,n,y,9,NA,608,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Halictus rubicundus,f,n,y,10,NA,609,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Apis mellifera,f,n,y,11,NA,610,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,Syrphidae,Syritta pipiens,f,y,y,12,JCU2021_270,611,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Megachile,f,y,y,13,JCU2021_271,612,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Halictus rubicundus,f,n,y,14,NA,613,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,Syrphidae,Meridon equestris,f,y,y,15,JCU2021_272,614,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Halictus rubicundus,f,n,y,16,NA,615,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,Syrphidae,Eristalis arbustorum,m,y,y,17,JCU2021_273,616,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Apis mellifera,f,n,y,18,NA,617,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Lasioglossum,f,y,y,19,JCU2021_274,618,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Apis mellifera,f,n,y,20,NA,619,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,Syrphidae,Eristalis tenax,f,y,y,21,JCU2021_275,620,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Megachile,f,y,y,22,JCU2021_276,621,Brassicaceae,Rorippa,Rorippa palustris,
4,killarney,6.25.2021,,Apis mellifera,NA,n,n,NA,NA,622,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
4,locarno,6.18.2021,,Halictus rubicundus,f,y,y,1,JCU2021_277,623,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Halictus rubicundus,f,y,y,2,JCU2021_278,624,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Apis mellifera,f,n,y,3,NA,625,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Apis mellifera,f,n,y,4,NA,626,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Apis mellifera,f,n,y,5,NA,627,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Bombus flavifrons,f,n,y,6,NA,628,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Bombus flavifrons,f,n,y,7,NA,629,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Osmia,f,y,y,8,JCU2021_279,630,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Bombus sp.,m,y,y,9,JCU2021_280,631,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Agapostemon,f,y,y,10,JCU2021_281,632,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Agapostemon,f,y,y,11,JCU2021_282,633,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Agapostemon,f,y,y,12,JCU2021_283,634,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Bombus sp.,m,y,y,13,JCU2021_284,635,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Lasioglossum,f,y,y,14,JCU2021_285,636,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Agapostemon,f,y,y,15,JCU2021_286,637,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Bombus flavifrons,f,n,y,16,NA,638,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Halictus,f,y,y,17,JCU2021_287,639,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Lasioglossum,f,y,y,18,JCU2021_288,640,Rosaceae,Rubus,Rubus armeniacus,
4,locarno,6.18.2021,,Lasioglossum,f,y,y,19,JCU2021_289,641,Asteraceae,Hypochaeris,Hypochaeris radicata,
4,south memorial,6.22.2021,,Lasioglossum,f,y,,1,JCU2021_874,642,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Apis mellifera,f,n,,2,,643,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Halictus,f,y,,3,JCU2021_875,644,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Lasioglossum,f,y,,4,JCU2021_876,645,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Lasioglossum,f,y,,5,JCU2021_877,646,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Lasioglossum,f,y,,6,JCU2021_878,647,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,Syrphidae,Eupeodes fumipennis,f,y,,7,JCU2021_879,648,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Lasioglossum,f,y,,8,JCU2021_880,649,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Lasioglossum,f,y,,9,JCU2021_881,650,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Bombus vosnesenskii,f,n,,10,,651,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Halictus,f,y,,11,JCU2021_882,652,Asteraceae,Achillea,Achillea millefolium,
4,south memorial,6.22.2021,,Apis mellifera,f,n,,12,,653,Fabaceae,Trifolium,Trifolium repens,
4,south memorial,6.22.2021,,Apis mellifera,f,n,,13,,654,Fabaceae,Trifolium,Trifolium repens,
4,south memorial,6.22.2021,,Bombus vosnesenskii,f,n,,14,,655,Papaveraceae,Eschscholzia,Eschscholzia californica,
4,south memorial,6.22.2021,,Bombus vosnesenskii,f,n,,15,,656,Papaveraceae,Eschscholzia,Eschscholzia californica,
4,south memorial,6.22.2021,,Halictus,f,y,,16,JCU2021_885,657,Fabaceae,Trifolium,Trifolium pratense,
4,south memorial,6.22.2021,,Apis mellifera,f,n,,17,,658,Asteraceae,Centaurea,Centaurea cyanus,
4,south memorial,6.22.2021,,Bombus vosnesenskii,f,n,,18,,659,Fabaceae,Lupinus,Lupinus polyphyllus,
4,south memorial,6.22.2021,,Anthidium,f,y,,19,JCU2021_886,660,Asteraceae,Coreopsis,Coreopsis lanceolata,
4,south memorial,6.22.2021,,Anthidium,f,y,,20,JCU2021_854,661,Crassulaceae,Sedum,Sedum sp.,
4,south memorial,6.22.2021,,Apis mellifera,NA,n,n,NA,NA,662,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
4,moberly,6.17.2021,,Apis mellifera,f,n,y,1,NA,663,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,moberly,6.17.2021,,Apis mellifera,f,n,y,2,NA,664,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,moberly,6.17.2021,,Apis mellifera,f,n,y,3,NA,665,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,moberly,6.17.2021,,Bombus sp.,m,y,y,4,JCU2021_290,666,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,moberly,6.17.2021,,Bombus sp.,m,y,y,5,JCU2021_291,667,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,moberly,6.17.2021,,Bombus sp.,f,y,y,6,JCU2021_292,668,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,moberly,6.17.2021,,Bombus mixtus,f,y,y,7,JCU2021_293,669,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
4,moberly,6.17.2021,,Apis mellifera,f,n,y,8,NA,670,Fabaceae,Trifolium,Trifolium repens,
4,moberly,6.17.2021,,Apis mellifera,f,n,y,9,NA,671,Fabaceae,Trifolium,Trifolium repens,
4,moberly,6.17.2021,,Apis mellifera,f,n,y,10,NA,672,Fabaceae,Trifolium,Trifolium repens,
4,moberly,6.17.2021,,Halictus,f,y,y,11,JCU2021_294,673,Fabaceae,Trifolium,Trifolium repens,
